Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2508SC,24,00,0000,State - GUJARAT  24,Urban,11,26220,14021,12199,1302,537,765,24918,13484,11434,47,28,19,8359,4558,3801,16512,8898,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,12,38703,20759,17944,2850,1217,1633,35853,19542,16311,79,45,34,6763,3640,3123,26560,14478,12082,2451,1379,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,13,30450,15772,14678,1790,653,1137,28660,15119,13541,40,18,22,2911,1408,1503,17607,9265,8342,8102,4428,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,14,32713,16999,15714,2160,782,1378,30553,16217,14336,64,40,24,2376,1096,1280,11978,6123,5855,16132,8955,7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,15,36761,19675,17086,3141,1271,1870,33620,18404,15216,100,52,48,2624,1312,1312,9427,4744,4683,15657,9076,6581,5812,3220,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,16,34155,17597,16558,2659,1032,1627,31496,16565,14931,133,80,53,2159,1024,1135,7342,3269,4073,11426,6566,4860,10436,5626,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,17,30214,16198,14016,2099,847,1252,28115,15351,12764,104,45,59,1783,884,899,6108,2793,3315,8306,4986,3320,11811,6643,5168,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C2508SC,24,00,0000,State - GUJARAT  24,Urban,18,44246,24712,19534,4284,1732,2552,39962,22980,16982,223,145,78,2951,1576,1375,9116,4551,4565,11970,7505,4465,8614,5306,3308,6439,3430,3009,36,22,14,605,440,165,0,0,0,8,5,3
C2508SC,24,00,0000,State - GUJARAT  24,Urban,19,23666,12678,10988,2002,645,1357,21664,12033,9631,117,67,50,1382,645,737,4331,2063,2268,6188,3762,2426,4163,2546,1617,4956,2592,2364,27,19,8,491,334,157,0,0,0,9,5,4
C2508SC,24,00,0000,State - GUJARAT  24,Urban,20-24,145531,77204,68327,18637,5598,13039,126894,71606,55288,861,467,394,9543,4566,4977,26508,12466,14042,32317,20348,11969,22223,13483,8740,21173,12273,8900,120,87,33,2428,1647,781,11660,6225,5435,61,44,17
C2508SC,24,00,0000,State - GUJARAT  24,Urban,25-29,119968,60575,59393,22142,5553,16589,97826,55022,42804,775,419,356,9889,4483,5406,21860,9862,11998,20955,12999,7956,16187,10053,6134,13806,8468,5338,67,50,17,1513,1036,477,12744,7631,5113,30,21,9
C2508SC,24,00,0000,State - GUJARAT  24,Urban,30-34,108969,55321,53648,27359,6854,20505,81610,48467,33143,745,399,346,10799,5180,5619,19742,9808,9934,16790,10866,5924,13421,8733,4688,9901,6564,3337,54,47,7,1408,902,506,8719,5947,2772,31,21,10
C2508SC,24,00,0000,State - GUJARAT  24,Urban,35-39,104762,52871,51891,32629,8460,24169,72133,44411,27722,795,417,378,12209,6436,5773,18471,9884,8587,13355,8778,4577,11202,7439,3763,7639,5272,2367,43,40,3,1483,861,622,6908,5267,1641,28,17,11
C2508SC,24,00,0000,State - GUJARAT  24,Urban,40-44,85897,45828,40069,28454,8044,20410,57443,37784,19659,649,394,255,10930,6118,4812,14660,8493,6167,9158,6394,2764,9038,6395,2643,5176,3865,1311,37,34,3,1243,634,609,6531,5441,1090,21,16,5
C2508SC,24,00,0000,State - GUJARAT  24,Urban,45-49,68143,35859,32284,24219,6418,17801,43924,29441,14483,567,311,256,9503,5299,4204,11678,6864,4814,5958,4325,1633,6580,4887,1693,3358,2647,711,21,18,3,1032,460,572,5209,4617,592,18,13,5
C2508SC,24,00,0000,State - GUJARAT  24,Urban,50-54,49394,27234,22160,18947,5442,13505,30447,21792,8655,428,260,168,7401,4555,2846,8004,5124,2880,3812,2970,842,4643,3806,837,2075,1745,330,15,14,1,869,366,503,3192,2945,247,8,7,1
C2508SC,24,00,0000,State - GUJARAT  24,Urban,55-59,33618,16659,16959,15145,3584,11561,18473,13075,5398,300,165,135,5633,3294,2339,4846,3119,1727,1945,1569,376,2480,2185,295,1098,965,133,7,6,1,694,382,312,1465,1386,79,5,4,1
C2508SC,24,00,0000,State - GUJARAT  24,Urban,60-64,29713,14580,15133,16170,4507,11663,13543,10073,3470,302,172,130,5122,3273,1849,3593,2596,997,1043,927,116,1444,1328,116,695,639,56,6,5,1,529,369,160,804,760,44,5,4,1
C2508SC,24,00,0000,State - GUJARAT  24,Urban,65-69,17515,8188,9327,10140,2750,7390,7375,5438,1937,205,109,96,3395,2232,1163,2002,1503,499,442,402,40,566,523,43,220,200,20,2,2,0,226,169,57,316,297,19,1,1,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,70-74,12536,5667,6869,8015,2305,5710,4521,3362,1159,148,91,57,2429,1715,714,1276,992,284,190,155,35,191,170,21,96,85,11,1,0,1,91,65,26,98,88,10,1,1,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,75-79,4672,2164,2508,2781,776,2005,1891,1388,503,63,39,24,939,646,293,549,429,120,102,84,18,105,83,22,48,39,9,1,1,0,34,23,11,49,43,6,1,1,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,80+,6452,2598,3854,4445,1179,3266,2007,1419,588,81,43,38,1026,676,350,557,426,131,98,74,24,111,85,26,54,44,10,0,0,0,20,19,1,60,52,8,0,0,0
C2508SC,24,00,0000,State - GUJARAT  24,Urban,Age not stated,1446,816,630,831,408,423,615,408,207,200,149,51,101,59,42,106,60,46,73,46,27,60,43,17,27,18,9,0,0,0,7,6,1,41,27,14,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,All ages,4838,2498,2340,1299,499,800,3539,1999,1540,13,8,5,737,363,374,926,432,494,674,394,280,479,310,169,520,363,157,1,0,1,67,47,20,122,82,40,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,0-6,681,372,309,681,372,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,7,105,55,50,14,7,7,91,48,43,0,0,0,91,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,8,109,57,52,7,6,1,102,51,51,0,0,0,102,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,9,82,40,42,6,2,4,76,38,38,0,0,0,72,38,34,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,10,116,61,55,6,2,4,110,59,51,0,0,0,72,40,32,38,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,11,110,51,59,1,0,1,109,51,58,0,0,0,37,18,19,72,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,12,123,67,56,4,2,2,119,65,54,0,0,0,18,10,8,93,50,43,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,13,129,70,59,1,1,0,128,69,59,0,0,0,11,6,5,75,41,34,42,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,14,96,49,47,3,2,1,93,47,46,0,0,0,5,4,1,31,13,18,57,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,15,125,55,70,4,1,3,121,54,67,0,0,0,4,3,1,18,11,7,73,32,41,26,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,16,99,48,51,5,1,4,94,47,47,1,1,0,2,1,1,16,5,11,33,19,14,42,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,17,101,48,53,4,1,3,97,47,50,0,0,0,4,1,3,12,6,6,25,14,11,56,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,18,125,79,46,14,9,5,111,70,41,0,0,0,5,4,1,14,6,8,30,19,11,21,17,4,40,23,17,0,0,0,1,1,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,19,106,57,49,7,2,5,99,55,44,0,0,0,6,3,3,12,4,8,25,18,7,20,13,7,32,14,18,0,0,0,4,3,1,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,20-24,527,285,242,48,11,37,479,274,205,0,0,0,22,10,12,60,40,20,104,54,50,106,63,43,143,83,60,0,0,0,24,18,6,20,6,14,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,25-29,463,254,209,58,13,45,405,241,164,5,4,1,23,9,14,75,29,46,68,34,34,73,49,24,114,87,27,0,0,0,14,8,6,33,21,12,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,30-34,363,207,156,44,12,32,319,195,124,1,0,1,22,12,10,75,28,47,57,36,21,37,27,10,89,66,23,1,0,1,8,5,3,29,21,8,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,35-39,320,155,165,58,11,47,262,144,118,1,0,1,26,12,14,88,27,61,53,27,26,28,23,5,39,33,6,0,0,0,7,6,1,20,16,4,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,40-44,243,126,117,52,10,42,191,116,75,0,0,0,27,11,16,66,22,44,35,27,8,26,23,3,23,21,2,0,0,0,4,2,2,10,10,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,45-49,200,101,99,47,6,41,153,95,58,2,2,0,28,8,20,53,24,29,30,28,2,20,17,3,12,11,1,0,0,0,2,1,1,6,4,2,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,50-54,159,72,87,39,5,34,120,67,53,0,0,0,29,8,21,42,18,24,21,17,4,10,9,1,14,11,3,0,0,0,2,2,0,2,2,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,55-59,140,61,79,50,4,46,90,57,33,0,0,0,38,20,18,33,19,14,7,6,1,6,6,0,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,60-64,109,48,61,48,9,39,61,39,22,2,1,1,28,10,18,18,15,3,3,3,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,65-69,98,40,58,46,8,38,52,32,20,1,0,1,29,15,14,16,11,5,1,1,0,3,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,70-74,51,16,35,25,1,24,26,15,11,0,0,0,17,9,8,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,75-79,23,11,12,6,0,6,17,11,6,0,0,0,9,4,5,6,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,80+,34,12,22,21,1,20,13,11,2,0,0,0,10,8,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Total,Age not stated,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,All ages,2920,1536,1384,757,305,452,2163,1231,932,9,6,3,419,204,215,605,287,318,451,266,185,301,194,107,267,197,70,1,0,1,45,37,8,65,40,25,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,0-6,408,230,178,408,230,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,7,54,30,24,8,5,3,46,25,21,0,0,0,46,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,8,67,34,33,7,6,1,60,28,32,0,0,0,60,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,9,46,25,21,5,2,3,41,23,18,0,0,0,38,23,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,10,69,35,34,3,0,3,66,35,31,0,0,0,39,22,17,27,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,11,67,35,32,1,0,1,66,35,31,0,0,0,21,10,11,45,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,12,74,43,31,3,1,2,71,42,29,0,0,0,9,5,4,56,34,22,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,13,78,43,35,0,0,0,78,43,35,0,0,0,6,4,2,43,22,21,29,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,14,50,26,24,0,0,0,50,26,24,0,0,0,1,1,0,17,7,10,32,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,15,73,27,46,2,0,2,71,27,44,0,0,0,2,1,1,9,5,4,42,14,28,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,16,57,24,33,2,0,2,55,24,31,1,1,0,1,0,1,9,3,6,19,9,10,25,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,17,57,21,36,3,0,3,54,21,33,0,0,0,3,1,2,8,4,4,14,5,9,29,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,18,75,51,24,8,6,2,67,45,22,0,0,0,3,3,0,10,3,7,20,13,7,14,11,3,19,14,5,0,0,0,1,1,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,19,63,41,22,5,2,3,58,39,19,0,0,0,5,3,2,5,2,3,17,13,4,12,9,3,17,10,7,0,0,0,2,2,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,20-24,315,182,133,29,6,23,286,176,110,0,0,0,6,5,1,34,25,9,69,39,30,75,45,30,68,40,28,0,0,0,20,18,2,14,4,10,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,25-29,284,157,127,32,7,25,252,150,102,3,3,0,9,3,6,53,21,32,49,25,24,49,35,14,61,46,15,0,0,0,8,5,3,20,12,8,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,30-34,220,133,87,19,8,11,201,125,76,1,0,1,12,5,7,48,20,28,37,23,14,24,17,7,53,42,11,1,0,1,6,4,2,19,14,5,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,35-39,186,89,97,31,5,26,155,84,71,1,0,1,10,4,6,60,21,39,39,21,18,13,10,3,21,19,2,0,0,0,4,4,0,7,5,2,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,40-44,147,76,71,22,5,17,125,71,54,0,0,0,19,7,12,43,11,32,29,23,6,17,15,2,11,10,1,0,0,0,3,2,1,3,3,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,45-49,121,66,55,22,3,19,99,63,36,1,1,0,17,7,10,39,17,22,23,21,2,13,11,2,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,50-54,103,38,65,26,4,22,77,34,43,0,0,0,21,4,17,33,11,22,14,11,3,3,3,0,5,4,1,0,0,0,1,1,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,55-59,95,44,51,30,3,27,65,41,24,0,0,0,23,13,10,26,13,13,7,6,1,4,4,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,60-64,71,38,33,25,7,18,46,31,15,1,1,0,22,9,13,15,13,2,3,3,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,65-69,66,22,44,33,4,29,33,18,15,1,0,1,20,8,12,8,6,2,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,70-74,37,11,26,17,1,16,20,10,10,0,0,0,11,4,7,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,75-79,19,9,10,5,0,5,14,9,5,0,0,0,9,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,80+,18,6,12,11,0,11,7,6,1,0,0,0,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,All ages,1918,962,956,542,194,348,1376,768,608,4,2,2,318,159,159,321,145,176,223,128,95,178,116,62,253,166,87,0,0,0,22,10,12,57,42,15,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,0-6,273,142,131,273,142,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,7,51,25,26,6,2,4,45,23,22,0,0,0,45,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,8,42,23,19,0,0,0,42,23,19,0,0,0,42,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,9,36,15,21,1,0,1,35,15,20,0,0,0,34,15,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,10,47,26,21,3,2,1,44,24,20,0,0,0,33,18,15,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,11,43,16,27,0,0,0,43,16,27,0,0,0,16,8,8,27,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,12,49,24,25,1,1,0,48,23,25,0,0,0,9,5,4,37,16,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,13,51,27,24,1,1,0,50,26,24,0,0,0,5,2,3,32,19,13,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,14,46,23,23,3,2,1,43,21,22,0,0,0,4,3,1,14,6,8,25,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,15,52,28,24,2,1,1,50,27,23,0,0,0,2,2,0,9,6,3,31,18,13,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,16,42,24,18,3,1,2,39,23,16,0,0,0,1,1,0,7,2,5,14,10,4,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,17,44,27,17,1,1,0,43,26,17,0,0,0,1,0,1,4,2,2,11,9,2,27,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,18,50,28,22,6,3,3,44,25,19,0,0,0,2,1,1,4,3,1,10,6,4,7,6,1,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,19,43,16,27,2,0,2,41,16,25,0,0,0,1,0,1,7,2,5,8,5,3,8,4,4,15,4,11,0,0,0,2,1,1,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,20-24,212,103,109,19,5,14,193,98,95,0,0,0,16,5,11,26,15,11,35,15,20,31,18,13,75,43,32,0,0,0,4,0,4,6,2,4,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,25-29,179,97,82,26,6,20,153,91,62,2,1,1,14,6,8,22,8,14,19,9,10,24,14,10,53,41,12,0,0,0,6,3,3,13,9,4,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,30-34,143,74,69,25,4,21,118,70,48,0,0,0,10,7,3,27,8,19,20,13,7,13,10,3,36,24,12,0,0,0,2,1,1,10,7,3,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,35-39,134,66,68,27,6,21,107,60,47,0,0,0,16,8,8,28,6,22,14,6,8,15,13,2,18,14,4,0,0,0,3,2,1,13,11,2,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,40-44,96,50,46,30,5,25,66,45,21,0,0,0,8,4,4,23,11,12,6,4,2,9,8,1,12,11,1,0,0,0,1,0,1,7,7,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,45-49,79,35,44,25,3,22,54,32,22,1,1,0,11,1,10,14,7,7,7,7,0,7,6,1,7,6,1,0,0,0,2,1,1,5,3,2,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,50-54,56,34,22,13,1,12,43,33,10,0,0,0,8,4,4,9,7,2,7,6,1,7,6,1,9,7,2,0,0,0,1,1,0,2,2,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,55-59,45,17,28,20,1,19,25,16,9,0,0,0,15,7,8,7,6,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,60-64,38,10,28,23,2,21,15,8,7,1,0,1,6,1,5,3,2,1,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,65-69,32,18,14,13,4,9,19,14,5,0,0,0,9,7,2,8,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,70-74,14,5,9,8,0,8,6,5,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,75-79,4,2,2,1,0,1,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,80+,16,6,10,10,1,9,6,5,1,0,0,0,4,3,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,25,00,0000,State - DAMAN & DIU  25,Urban,Age not stated,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,All ages,4104,2159,1945,1413,563,850,2691,1596,1095,11,3,8,521,269,252,647,333,314,457,259,198,580,387,193,246,168,78,0,0,0,77,60,17,152,117,35,0,0,0
C2508SC,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,0-6,665,353,312,665,353,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,7,80,38,42,17,7,10,63,31,32,0,0,0,63,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,8,88,40,48,11,3,8,77,37,40,0,0,0,77,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2508SC,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,9,80,39,41,8,5,3,72,34,38,0,0,0,63,31,32,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
